KeywordCount,Storage(Bytes)
10,1280
37,4736
38,4864
39,4992
40,5120
41,5248
42,5376
43,5504
44,5632
45,5760
46,5888
47,6016
48,6144
49,6272
50,6400
51,6528
52,6656
53,6784
54,6912
55,7040
56,7168
57,7296
58,7424
59,7552
60,7680
61,7808
62,7936
63,8064
64,8192
65,8320
66,8448
67,8576
68,8704
69,8832
70,8960
71,9088
72,9216
73,9344
74,9472
75,9600
76,9728
77,9856
78,9984
79,10112
80,10240
81,10368
82,10496
83,10624
84,10752
85,10880
86,11008
87,11136
88,11264
89,11392
90,11520
91,11648
92,11776
93,11904
94,12032
95,12160
96,12288
97,12416
98,12544
99,12672
100,12800
101,12928
102,13056
103,13184
104,13312
105,13440
106,13568
107,13696
108,13824
109,13952
110,14080
111,14208
112,14336
113,14464
114,14592
115,14720
116,14848
117,14976
118,15104
119,15232
120,15360
121,15488
122,15616
123,15744
124,15872
125,16000
126,16128
127,16256
128,16384
129,16512
130,16640
131,16768
132,16896
133,17024
134,17152
135,17280
136,17408
137,17536
138,17664
139,17792
140,17920
141,18048
142,18176
143,18304
144,18432
145,18560
146,18688
147,18816
148,18944
149,19072
150,19200
151,19328
152,19456
153,19584
154,19712
155,19840
156,19968
157,20096
158,20224
159,20352
160,20480
161,20608
162,20736
163,20864
164,20992
165,21120
166,21248
167,21376
168,21504
169,21632
170,21760
171,21888
172,22016
173,22144
174,22272
175,22400
176,22528
177,22656
178,22784
179,22912
180,23040
181,23168
182,23296
183,23424
184,23552
185,23680
186,23808
187,23936
188,24064
189,24192
190,24320
191,24448
192,24576
193,24704
194,24832
195,24960
196,25088
197,25216
198,25344
199,25472
200,25600
201,25728
202,25856
203,25984
204,26112
205,26240
206,26368
207,26496
208,26624
209,26752
210,26880
211,27008
212,27136
213,27264
214,27392
215,27520
216,27648
217,27776
218,27904
219,28032
220,28160
221,28288
222,28416
223,28544
224,28672
225,28800
226,28928
227,29056
228,29184
229,29312
230,29440
231,29568
232,29696
233,29824
234,29952
235,30080
236,30208
237,30336
238,30464
239,30592
240,30720
241,30848
242,30976
243,31104
244,31232
245,31360
246,31488
247,31616
248,31744
