KeywordCount,Storage(Bytes)
1,32
2,64
3,96
4,128
5,160
6,192
7,224
8,256
9,288
10,320
11,352
12,384
13,416
14,448
15,480
16,512
17,544
18,576
19,608
20,640
21,672
22,704
23,736
24,768
25,800
26,832
27,864
28,896
29,928
30,960
31,992
32,1024
33,1056
34,1088
35,1120
36,1152
37,1184
38,1216
39,1248
40,1280
41,1312
42,1344
43,1376
44,1408
45,1440
46,1472
47,1504
48,1536
49,1568
50,1600
51,1632
52,1664
53,1696
54,1728
55,1760
56,1792
57,1824
58,1856
59,1888
60,1920
61,1952
62,1984
63,2016
64,2048
65,2080
66,2112
67,2144
68,2176
69,2208
70,2240
71,2272
72,2304
73,2336
74,2368
75,2400
76,2432
77,2464
78,2496
79,2528
80,2560
81,2592
82,2624
83,2656
84,2688
85,2720
86,2752
87,2784
88,2816
89,2848
90,2880
91,2912
92,2944
93,2976
94,3008
95,3040
96,3072
97,3104
98,3136
99,3168
100,3200
101,3232
102,3264
103,3296
104,3328
105,3360
106,3392
107,3424
108,3456
109,3488
110,3520
111,3552
112,3584
113,3616
114,3648
115,3680
116,3712
117,3744
118,3776
119,3808
120,3840
121,3872
122,3904
123,3936
124,3968
125,4000
126,4032
127,4064
128,4096
129,4128
130,4160
131,4192
132,4224
133,4256
134,4288
135,4320
136,4352
137,4384
138,4416
139,4448
140,4480
141,4512
142,4544
143,4576
144,4608
145,4640
146,4672
147,4704
148,4736
149,4768
150,4800
151,4832
152,4864
153,4896
154,4928
155,4960
156,4992
157,5024
158,5056
159,5088
160,5120
161,5152
162,5184
163,5216
164,5248
165,5280
166,5312
167,5344
168,5376
169,5408
170,5440
171,5472
172,5504
173,5536
174,5568
175,5600
176,5632
177,5664
178,5696
179,5728
180,5760
181,5792
182,5824
183,5856
184,5888
185,5920
186,5952
187,5984
188,6016
189,6048
190,6080
191,6112
192,6144
193,6176
194,6208
195,6240
196,6272
197,6304
198,6336
199,6368
200,6400
201,6432
202,6464
203,6496
204,6528
205,6560
206,6592
207,6624
208,6656
209,6688
210,6720
211,6752
212,6784
213,6816
214,6848
215,6880
216,6912
217,6944
218,6976
219,7008
220,7040
221,7072
222,7104
223,7136
224,7168
225,7200
226,7232
227,7264
228,7296
229,7328
230,7360
231,7392
232,7424
233,7456
234,7488
235,7520
236,7552
237,7584
238,7616
239,7648
240,7680
241,7712
242,7744
243,7776
244,7808
245,7840
246,7872
247,7904
248,7936
249,7968
250,8000
251,8032
252,8064
253,8096
254,8128
255,8160
256,8192
257,8224
258,8256
259,8288
260,8320
261,8352
262,8384
263,8416
264,8448
265,8480
266,8512
267,8544
268,8576
269,8608
270,8640
271,8672
272,8704
273,8736
274,8768
275,8800
276,8832
277,8864
278,8896
279,8928
280,8960
281,8992
282,9024
283,9056
284,9088
285,9120
286,9152
287,9184
288,9216
289,9248
290,9280
291,9312
292,9344
293,9376
294,9408
295,9440
296,9472
297,9504
298,9536
299,9568
300,9600
301,9632
302,9664
303,9696
304,9728
305,9760
306,9792
307,9824
308,9856
309,9888
310,9920
311,9952
312,9984
313,10016
314,10048
315,10080
316,10112
317,10144
318,10176
319,10208
320,10240
321,10272
322,10304
323,10336
324,10368
