KeywordCount,Storage(Bytes)
1,128
2,256
3,384
4,512
5,640
6,768
7,896
8,1024
9,1152
10,1280
11,1408
12,1536
13,1664
14,1792
15,1920
16,2048
17,2176
18,2304
19,2432
20,2560
21,2688
22,2816
23,2944
24,3072
25,3200
26,3328
27,3456
28,3584
29,3712
30,3840
31,3968
32,4096
33,4224
34,4352
35,4480
36,4608
37,4736
38,4864
39,4992
40,5120
41,5248
42,5376
43,5504
44,5632
45,5760
46,5888
47,6016
48,6144
49,6272
50,6400
51,6528
52,6656
53,6784
54,6912
55,7040
56,7168
57,7296
58,7424
59,7552
60,7680
61,7808
62,7936
63,8064
64,8192
65,8320
66,8448
67,8576
68,8704
69,8832
70,8960
71,9088
72,9216
73,9344
74,9472
75,9600
76,9728
77,9856
78,9984
79,10112
80,10240
81,10368
82,10496
83,10624
84,10752
85,10880
86,11008
87,11136
88,11264
89,11392
90,11520
91,11648
92,11776
93,11904
94,12032
95,12160
96,12288
97,12416
98,12544
99,12672
100,12800
101,12928
102,13056
103,13184
104,13312
105,13440
106,13568
107,13696
108,13824
109,13952
110,14080
111,14208
112,14336
113,14464
114,14592
115,14720
116,14848
117,14976
118,15104
119,15232
120,15360
121,15488
122,15616
123,15744
124,15872
125,16000
126,16128
127,16256
128,16384
129,16512
130,16640
131,16768
132,16896
133,17024
134,17152
135,17280
136,17408
137,17536
138,17664
139,17792
140,17920
141,18048
142,18176
143,18304
144,18432
145,18560
146,18688
147,18816
148,18944
149,19072
150,19200
151,19328
152,19456
153,19584
154,19712
155,19840
156,19968
157,20096
158,20224
159,20352
160,20480
161,20608
162,20736
163,20864
164,20992
165,21120
166,21248
167,21376
168,21504
169,21632
170,21760
171,21888
172,22016
173,22144
174,22272
175,22400
176,22528
177,22656
178,22784
179,22912
180,23040
181,23168
182,23296
183,23424
184,23552
185,23680
186,23808
187,23936
188,24064
189,24192
190,24320
191,24448
192,24576
193,24704
194,24832
195,24960
196,25088
197,25216
198,25344
199,25472
200,25600
201,25728
202,25856
203,25984
204,26112
205,26240
206,26368
207,26496
208,26624
209,26752
210,26880
211,27008
212,27136
213,27264
214,27392
215,27520
216,27648
217,27776
218,27904
219,28032
220,28160
221,28288
222,28416
223,28544
224,28672
225,28800
226,28928
227,29056
228,29184
229,29312
230,29440
231,29568
232,29696
233,29824
234,29952
235,30080
236,30208
237,30336
238,30464
239,30592
240,30720
241,30848
242,30976
243,31104
244,31232
245,31360
246,31488
247,31616
248,31744
249,31872
250,32000
251,32128
252,32256
253,32384
254,32512
255,32640
256,32768
257,32896
258,33024
259,33152
260,33280
261,33408
262,33536
263,33664
264,33792
265,33920
266,34048
267,34176
268,34304
269,34432
270,34560
271,34688
272,34816
273,34944
274,35072
275,35200
276,35328
277,35456
278,35584
279,35712
280,35840
281,35968
282,36096
283,36224
284,36352
285,36480
286,36608
287,36736
288,36864
289,36992
290,37120
291,37248
292,37376
293,37504
294,37632
295,37760
296,37888
297,38016
298,38144
299,38272
300,38400
301,38528
302,38656
303,38784
304,38912
305,39040
306,39168
307,39296
308,39424
309,39552
310,39680
311,39808
312,39936
313,40064
314,40192
315,40320
316,40448
317,40576
318,40704
319,40832
320,40960
321,41088
322,41216
323,41344
324,41472
325,41600
326,41728
327,41856
328,41984
329,42112
330,42240
331,42368
332,42496
333,42624
334,42752
335,42880
336,43008
337,43136
338,43264
339,43392
340,43520
341,43648
342,43776
343,43904
344,44032
345,44160
346,44288
347,44416
348,44544
349,44672
350,44800
351,44928
352,45056
353,45184
354,45312
355,45440
356,45568
357,45696
358,45824
359,45952
360,46080
361,46208
362,46336
363,46464
364,46592
365,46720
366,46848
367,46976
368,47104
369,47232
370,47360
371,47488
372,47616
373,47744
374,47872
375,48000
376,48128
377,48256
378,48384
379,48512
380,48640
381,48768
382,48896
383,49024
384,49152
385,49280
386,49408
387,49536
388,49664
389,49792
390,49920
391,50048
392,50176
393,50304
394,50432
395,50560
396,50688
397,50816
398,50944
399,51072
400,51200
401,51328
402,51456
403,51584
404,51712
405,51840
406,51968
407,52096
408,52224
409,52352
410,52480
411,52608
412,52736
413,52864
414,52992
415,53120
416,53248
417,53376
418,53504
419,53632
420,53760
421,53888
422,54016
423,54144
424,54272
425,54400
426,54528
427,54656
428,54784
429,54912
430,55040
431,55168
432,55296
433,55424
434,55552
435,55680
436,55808
437,55936
438,56064
439,56192
440,56320
441,56448
442,56576
443,56704
444,56832
445,56960
446,57088
447,57216
448,57344
449,57472
450,57600
451,57728
452,57856
453,57984
454,58112
455,58240
456,58368
457,58496
458,58624
459,58752
460,58880
461,59008
462,59136
463,59264
464,59392
465,59520
466,59648
467,59776
468,59904
469,60032
470,60160
471,60288
472,60416
473,60544
474,60672
475,60800
476,60928
477,61056
478,61184
479,61312
480,61440
481,61568
482,61696
483,61824
484,61952
485,62080
486,62208
487,62336
488,62464
489,62592
490,62720
491,62848
492,62976
493,63104
494,63232
495,63360
496,63488
497,63616
498,63744
499,63872
500,64000
501,64128
502,64256
503,64384
504,64512
505,64640
506,64768
507,64896
508,65024
509,65152
510,65280
511,65408
512,65536
513,65664
514,65792
515,65920
516,66048
517,66176
518,66304
519,66432
520,66560
521,66688
522,66816
523,66944
524,67072
525,67200
526,67328
527,67456
528,67584
