KeywordCount,Storage(Bytes)
10,320
37,1184
38,1216
39,1248
40,1280
41,1312
42,1344
43,1376
44,1408
45,1440
46,1472
47,1504
48,1536
49,1568
50,1600
51,1632
52,1664
53,1696
54,1728
55,1760
56,1792
57,1824
58,1856
59,1888
60,1920
61,1952
62,1984
63,2016
64,2048
65,2080
66,2112
67,2144
68,2176
69,2208
70,2240
71,2272
72,2304
73,2336
74,2368
75,2400
76,2432
77,2464
78,2496
79,2528
80,2560
81,2592
82,2624
83,2656
84,2688
85,2720
86,2752
87,2784
88,2816
89,2848
90,2880
91,2912
92,2944
93,2976
94,3008
95,3040
96,3072
97,3104
98,3136
99,3168
100,3200
101,3232
102,3264
103,3296
104,3328
105,3360
106,3392
107,3424
108,3456
109,3488
110,3520
111,3552
112,3584
113,3616
114,3648
115,3680
116,3712
117,3744
118,3776
119,3808
120,3840
121,3872
122,3904
123,3936
124,3968
125,4000
126,4032
127,4064
128,4096
129,4128
130,4160
131,4192
132,4224
133,4256
134,4288
135,4320
136,4352
137,4384
138,4416
139,4448
140,4480
141,4512
142,4544
143,4576
144,4608
145,4640
146,4672
147,4704
148,4736
149,4768
150,4800
151,4832
152,4864
153,4896
154,4928
155,4960
156,4992
157,5024
158,5056
159,5088
160,5120
161,5152
162,5184
163,5216
164,5248
165,5280
166,5312
167,5344
168,5376
169,5408
170,5440
171,5472
172,5504
173,5536
174,5568
175,5600
176,5632
177,5664
178,5696
179,5728
180,5760
181,5792
182,5824
183,5856
184,5888
185,5920
186,5952
187,5984
188,6016
189,6048
190,6080
191,6112
192,6144
193,6176
194,6208
195,6240
196,6272
197,6304
198,6336
199,6368
200,6400
201,6432
202,6464
203,6496
204,6528
205,6560
206,6592
207,6624
208,6656
209,6688
210,6720
211,6752
212,6784
213,6816
214,6848
215,6880
216,6912
217,6944
218,6976
219,7008
220,7040
221,7072
222,7104
223,7136
224,7168
225,7200
226,7232
227,7264
228,7296
229,7328
230,7360
231,7392
232,7424
233,7456
234,7488
235,7520
236,7552
237,7584
238,7616
239,7648
240,7680
241,7712
242,7744
243,7776
244,7808
245,7840
246,7872
247,7904
248,7936
249,7968
250,8000
251,8032
252,8064
253,8096
254,8128
255,8160
256,8192
257,8224
258,8256
259,8288
260,8320
261,8352
262,8384
263,8416
264,8448
265,8480
266,8512
267,8544
268,8576
269,8608
270,8640
271,8672
272,8704
273,8736
274,8768
275,8800
276,8832
277,8864
278,8896
279,8928
280,8960
281,8992
282,9024
283,9056
284,9088
285,9120
286,9152
287,9184
288,9216
289,9248
290,9280
291,9312
292,9344
293,9376
294,9408
295,9440
296,9472
297,9504
298,9536
299,9568
300,9600
301,9632
302,9664
303,9696
304,9728
305,9760
306,9792
307,9824
308,9856
309,9888
310,9920
311,9952
312,9984
313,10016
314,10048
315,10080
316,10112
317,10144
318,10176
319,10208
320,10240
321,10272
322,10304
323,10336
324,10368
325,10400
326,10432
327,10464
328,10496
329,10528
330,10560
331,10592
332,10624
333,10656
334,10688
335,10720
336,10752
337,10784
338,10816
339,10848
340,10880
341,10912
342,10944
343,10976
344,11008
345,11040
346,11072
347,11104
348,11136
349,11168
350,11200
351,11232
352,11264
353,11296
354,11328
355,11360
356,11392
357,11424
358,11456
359,11488
360,11520
361,11552
362,11584
363,11616
364,11648
365,11680
366,11712
367,11744
368,11776
369,11808
370,11840
371,11872
372,11904
373,11936
374,11968
375,12000
376,12032
377,12064
378,12096
379,12128
380,12160
381,12192
382,12224
383,12256
384,12288
385,12320
386,12352
387,12384
388,12416
389,12448
390,12480
391,12512
392,12544
393,12576
394,12608
395,12640
396,12672
397,12704
398,12736
399,12768
400,12800
401,12832
402,12864
403,12896
404,12928
405,12960
406,12992
407,13024
408,13056
409,13088
410,13120
411,13152
412,13184
413,13216
414,13248
415,13280
416,13312
417,13344
418,13376
419,13408
420,13440
421,13472
422,13504
423,13536
424,13568
425,13600
426,13632
427,13664
428,13696
429,13728
430,13760
431,13792
432,13824
433,13856
434,13888
435,13920
436,13952
437,13984
438,14016
439,14048
440,14080
441,14112
442,14144
443,14176
444,14208
445,14240
446,14272
447,14304
448,14336
449,14368
450,14400
451,14432
452,14464
453,14496
454,14528
455,14560
456,14592
457,14624
458,14656
459,14688
460,14720
461,14752
462,14784
463,14816
464,14848
465,14880
466,14912
467,14944
468,14976
469,15008
470,15040
471,15072
472,15104
473,15136
474,15168
475,15200
476,15232
477,15264
478,15296
479,15328
480,15360
481,15392
482,15424
483,15456
484,15488
485,15520
486,15552
487,15584
488,15616
489,15648
490,15680
491,15712
492,15744
493,15776
494,15808
495,15840
496,15872
497,15904
498,15936
499,15968
500,16000
501,16032
502,16064
503,16096
504,16128
505,16160
506,16192
507,16224
508,16256
509,16288
510,16320
511,16352
512,16384
513,16416
514,16448
515,16480
516,16512
517,16544
518,16576
519,16608
520,16640
521,16672
522,16704
523,16736
524,16768
525,16800
526,16832
527,16864
528,16896
529,16928
530,16960
531,16992
532,17024
533,17056
534,17088
535,17120
536,17152
537,17184
538,17216
539,17248
540,17280
541,17312
542,17344
543,17376
544,17408
545,17440
546,17472
547,17504
548,17536
549,17568
550,17600
551,17632
552,17664
553,17696
554,17728
555,17760
556,17792
557,17824
558,17856
559,17888
560,17920
561,17952
562,17984
563,18016
564,18048
565,18080
566,18112
567,18144
568,18176
569,18208
570,18240
571,18272
572,18304
573,18336
574,18368
575,18400
576,18432
577,18464
578,18496
579,18528
580,18560
581,18592
582,18624
583,18656
584,18688
585,18720
586,18752
587,18784
588,18816
589,18848
590,18880
591,18912
592,18944
593,18976
594,19008
595,19040
596,19072
597,19104
598,19136
599,19168
600,19200
601,19232
602,19264
603,19296
604,19328
605,19360
606,19392
607,19424
608,19456
609,19488
610,19520
611,19552
612,19584
613,19616
614,19648
615,19680
616,19712
617,19744
618,19776
619,19808
620,19840
621,19872
622,19904
623,19936
624,19968
625,20000
626,20032
627,20064
628,20096
629,20128
630,20160
632,20224
633,20256
634,20288
635,20320
636,20352
637,20384
638,20416
639,20448
640,20480
641,20512
642,20544
643,20576
644,20608
645,20640
646,20672
647,20704
648,20736
649,20768
650,20800
651,20832
652,20864
653,20896
654,20928
655,20960
656,20992
657,21024
658,21056
659,21088
661,21152
662,21184
663,21216
664,21248
665,21280
666,21312
667,21344
668,21376
669,21408
671,21472
672,21504
674,21568
675,21600
676,21632
677,21664
678,21696
679,21728
680,21760
681,21792
682,21824
683,21856
684,21888
685,21920
686,21952
687,21984
688,22016
689,22048
690,22080
691,22112
692,22144
693,22176
694,22208
695,22240
696,22272
697,22304
698,22336
699,22368
701,22432
702,22464
703,22496
704,22528
706,22592
707,22624
708,22656
709,22688
710,22720
711,22752
712,22784
713,22816
714,22848
715,22880
716,22912
717,22944
718,22976
719,23008
720,23040
721,23072
722,23104
723,23136
724,23168
725,23200
726,23232
727,23264
728,23296
729,23328
730,23360
732,23424
733,23456
734,23488
735,23520
736,23552
737,23584
738,23616
739,23648
740,23680
741,23712
742,23744
743,23776
744,23808
745,23840
746,23872
748,23936
749,23968
750,24000
751,24032
752,24064
753,24096
754,24128
755,24160
756,24192
757,24224
758,24256
759,24288
760,24320
761,24352
762,24384
763,24416
764,24448
765,24480
766,24512
767,24544
768,24576
769,24608
770,24640
771,24672
772,24704
773,24736
774,24768
775,24800
776,24832
777,24864
778,24896
779,24928
780,24960
781,24992
782,25024
783,25056
784,25088
785,25120
786,25152
787,25184
788,25216
789,25248
790,25280
791,25312
792,25344
793,25376
794,25408
796,25472
797,25504
798,25536
799,25568
801,25632
802,25664
803,25696
804,25728
805,25760
806,25792
807,25824
808,25856
809,25888
810,25920
811,25952
812,25984
813,26016
814,26048
815,26080
816,26112
817,26144
818,26176
819,26208
820,26240
822,26304
823,26336
825,26400
826,26432
827,26464
828,26496
829,26528
831,26592
832,26624
833,26656
835,26720
836,26752
838,26816
839,26848
841,26912
842,26944
843,26976
844,27008
845,27040
846,27072
847,27104
849,27168
850,27200
851,27232
852,27264
853,27296
854,27328
855,27360
858,27456
859,27488
860,27520
862,27584
863,27616
864,27648
865,27680
866,27712
867,27744
868,27776
869,27808
870,27840
871,27872
872,27904
873,27936
874,27968
875,28000
876,28032
877,28064
878,28096
879,28128
880,28160
881,28192
882,28224
883,28256
884,28288
885,28320
886,28352
887,28384
888,28416
890,28480
891,28512
892,28544
893,28576
894,28608
895,28640
896,28672
897,28704
898,28736
899,28768
900,28800
901,28832
902,28864
903,28896
904,28928
906,28992
908,29056
909,29088
910,29120
911,29152
912,29184
913,29216
914,29248
915,29280
917,29344
918,29376
920,29440
922,29504
923,29536
924,29568
926,29632
927,29664
930,29760
932,29824
935,29920
936,29952
937,29984
938,30016
939,30048
940,30080
941,30112
942,30144
944,30208
945,30240
948,30336
950,30400
953,30496
954,30528
955,30560
956,30592
958,30656
959,30688
960,30720
961,30752
962,30784
963,30816
965,30880
967,30944
969,31008
970,31040
971,31072
972,31104
973,31136
974,31168
975,31200
976,31232
978,31296
979,31328
982,31424
983,31456
984,31488
985,31520
987,31584
988,31616
989,31648
990,31680
991,31712
992,31744
993,31776
994,31808
995,31840
996,31872
997,31904
998,31936
999,31968
1000,32000
1001,32032
1002,32064
1004,32128
1005,32160
1006,32192
1007,32224
1008,32256
1011,32352
1012,32384
1013,32416
1015,32480
1016,32512
1017,32544
1018,32576
1020,32640
1022,32704
1023,32736
1024,32768
1027,32864
1028,32896
1029,32928
1031,32992
1032,33024
1033,33056
1034,33088
1036,33152
1037,33184
1038,33216
1040,33280
1041,33312
1042,33344
1044,33408
1045,33440
1047,33504
1048,33536
1049,33568
1050,33600
1051,33632
1052,33664
1054,33728
1055,33760
1056,33792
1057,33824
1058,33856
1060,33920
1064,34048
1066,34112
1067,34144
1068,34176
1069,34208
1070,34240
1071,34272
1072,34304
1074,34368
1075,34400
1078,34496
1080,34560
1081,34592
1082,34624
1083,34656
1085,34720
1086,34752
1088,34816
1089,34848
1090,34880
1092,34944
1095,35040
1098,35136
1099,35168
1100,35200
1101,35232
1102,35264
1103,35296
1104,35328
1107,35424
1108,35456
1109,35488
1112,35584
1114,35648
1118,35776
1119,35808
1126,36032
1127,36064
1128,36096
1129,36128
1130,36160
1131,36192
1132,36224
1134,36288
1138,36416
1139,36448
1141,36512
1142,36544
1143,36576
1144,36608
1145,36640
1146,36672
1149,36768
1150,36800
1151,36832
1155,36960
1157,37024
1158,37056
1159,37088
1160,37120
1163,37216
1164,37248
1166,37312
1169,37408
1170,37440
1172,37504
1173,37536
1174,37568
1176,37632
1177,37664
1183,37856
1188,38016
1189,38048
1191,38112
1192,38144
1194,38208
1195,38240
1197,38304
1199,38368
1200,38400
1202,38464
1203,38496
1205,38560
1208,38656
1209,38688
1215,38880
1216,38912
1217,38944
1218,38976
1220,39040
1221,39072
1222,39104
1223,39136
1230,39360
1232,39424
1234,39488
1238,39616
1241,39712
1243,39776
1247,39904
1248,39936
1249,39968
1250,40000
1251,40032
1253,40096
1254,40128
1255,40160
1256,40192
1257,40224
1260,40320
1266,40512
1269,40608
1271,40672
1272,40704
1273,40736
1277,40864
1278,40896
1284,41088
1287,41184
1289,41248
1291,41312
1292,41344
1293,41376
1294,41408
1295,41440
1297,41504
1298,41536
1300,41600
1304,41728
1310,41920
1313,42016
1314,42048
1315,42080
