keyword,clientTime,serverTime,exTime,totalTime,resultLength,payloadSize,w1,w2
F19998#F16238,229,174,87,405,0,360,10,37
F19998#F16235,213,105,50,319,0,360,10,38
F19998#F16214,101,107,42,209,0,360,10,39
F19998#F16208,100,114,47,214,0,360,10,40
F19998#F16184,94,98,47,193,0,360,10,41
F19998#F16130,90,109,51,200,0,360,10,42
F19998#F16090,92,106,55,199,0,360,10,43
F19998#F16023,92,102,55,195,0,360,10,44
F19998#F15924,92,99,48,192,0,360,10,45
F19998#F15885,91,99,51,191,0,360,10,46
F19998#F15849,110,118,61,229,0,360,10,47
F19998#F15747,94,109,59,204,0,360,10,48
F19998#F15700,93,116,64,210,0,360,10,49
F19998#F15569,95,111,62,207,0,360,10,50
F19998#F15547,93,108,59,202,0,360,10,51
F19998#F15477,88,119,66,208,0,360,10,52
F19998#F15415,99,110,64,210,0,360,10,53
F19998#F15343,97,116,64,213,0,360,10,54
F19998#F15199,102,119,65,222,0,360,10,55
F19998#F15114,99,126,74,226,0,360,10,56
F19998#F15029,103,119,62,224,0,360,10,57
F19998#F15003,122,122,70,245,0,360,10,58
F19998#F14877,115,132,72,248,0,360,10,59
F19998#F14805,106,121,70,228,0,360,10,60
F19998#F14736,95,129,78,226,0,360,10,61
F19998#F14645,111,124,75,236,0,360,10,62
F19998#F14621,98,123,73,222,0,360,10,63
F19998#F14498,102,137,84,240,0,360,10,64
F19998#F14396,102,151,100,254,0,360,10,65
F19998#F14377,98,122,70,221,0,360,10,66
F19998#F14270,103,134,79,239,0,360,10,67
F19998#F14173,104,136,85,240,0,360,10,68
F19998#F14061,115,198,112,314,0,360,10,69
F19998#F13990,188,208,150,398,0,360,10,70
F19998#F13973,126,209,148,337,0,360,10,71
F19998#F13834,145,184,124,331,0,360,10,72
F19998#F13757,143,155,108,299,0,360,10,73
F19998#F13740,164,179,123,345,0,360,10,74
F19998#F13640,192,213,112,406,0,360,10,75
F19998#F13574,152,240,129,394,0,360,10,76
F19998#F13494,160,127,74,289,0,360,10,77
F19998#F13434,144,137,90,283,0,360,10,78
F19998#F13361,126,146,92,274,0,360,10,79
F19998#F13313,114,147,91,262,0,360,10,80
