keyword,clientTime,serverTime,exTime,totalTime,resultLength,payloadSize,w1,w2
F19998#F16238,229,182,99,412,0,360,10,37
F19998#F16235,220,161,77,382,0,360,10,38
F19998#F16214,164,126,65,291,0,360,10,39
F19998#F16208,158,141,81,300,0,360,10,40
F19998#F16184,121,136,85,258,0,360,10,41
F19998#F16130,125,111,58,237,0,360,10,42
F19998#F16090,110,108,60,218,0,360,10,43
F19998#F16023,115,155,54,271,0,360,10,44
F19998#F15924,176,133,71,309,0,360,10,45
F19998#F15885,89,106,59,196,0,360,10,46
F19998#F15849,90,106,57,196,0,360,10,47
F19998#F15747,100,111,63,212,0,360,10,48
F19998#F15700,88,99,54,188,0,360,10,49
F19998#F15569,89,112,60,202,0,360,10,50
F19998#F15547,88,120,71,210,0,360,10,51
F19998#F15477,89,108,63,198,0,360,10,52
F19998#F15415,88,102,64,191,0,360,10,53
F19998#F15343,89,115,70,205,0,360,10,54
F19998#F15199,89,123,72,213,0,360,10,55
F19998#F15114,86,117,73,205,0,360,10,56
F19998#F15029,90,104,66,195,0,360,10,57
F19998#F15003,98,124,73,224,0,360,10,58
F19998#F14877,99,117,70,217,0,360,10,59
F19998#F14805,100,130,85,231,0,360,10,60
F19998#F14736,91,119,75,211,0,360,10,61
F19998#F14645,111,125,78,237,0,360,10,62
F19998#F14621,97,129,85,227,0,360,10,63
F19998#F14498,97,116,73,214,0,360,10,64
F19998#F14396,104,121,77,225,0,360,10,65
F19998#F14377,98,127,81,226,0,360,10,66
F19998#F14270,91,126,84,218,0,360,10,67
F19998#F14173,109,123,79,233,0,360,10,68
F19998#F14061,96,120,78,217,0,360,10,69
F19998#F13990,103,132,81,236,0,360,10,70
F19998#F13973,101,131,81,233,0,360,10,71
F19998#F13834,105,123,77,229,0,360,10,72
F19998#F13757,100,136,86,238,0,360,10,73
F19998#F13740,112,127,83,240,0,360,10,74
F19998#F13640,104,133,83,239,0,360,10,75
F19998#F13574,109,150,100,260,0,360,10,76
F19998#F13494,112,148,100,261,0,360,10,77
F19998#F13434,116,130,82,246,0,360,10,78
F19998#F13361,104,123,84,228,0,360,10,79
F19998#F13313,111,128,85,241,0,360,10,80
F19998#F13182,110,149,91,260,0,360,10,81
F19998#F13093,114,141,93,257,0,360,10,82
F19998#F13082,138,154,99,292,0,360,10,83
F19998#F13005,140,156,103,297,0,360,10,84
F19998#F12930,114,157,108,272,0,360,10,85
F19998#F12893,125,172,123,298,0,360,10,86
F19998#F12810,280,270,206,554,0,360,10,87
F19998#F12745,159,241,194,401,0,360,10,88
F19998#F12626,125,209,168,335,0,360,10,89
F19998#F12547,117,214,172,332,0,360,10,90
F19998#F12523,130,198,152,329,0,360,10,91
F19998#F12401,122,192,149,315,0,360,10,92
F19998#F12337,120,180,141,302,0,360,10,93
F19998#F12284,124,181,136,306,0,360,10,94
F19998#F12231,145,180,135,326,0,360,10,95
F19998#F12103,142,181,139,324,0,360,10,96
F19998#F12020,160,170,121,331,0,360,10,97
F19998#F11994,169,190,142,359,0,360,10,98
F19998#F11907,144,172,124,317,0,360,10,99
F19998#F11843,162,256,207,419,0,360,10,100
F19998#F11784,185,210,162,396,0,360,10,101
F19998#F11768,200,208,161,409,0,360,10,102
F19998#F11701,178,233,157,413,0,360,10,103
F19998#F11646,295,408,336,704,0,360,10,104
F19998#F11583,345,298,214,648,0,360,10,105
F19998#F11512,234,285,235,521,0,360,10,106
F19998#F11426,154,245,196,400,0,360,10,107
F19998#F11379,147,202,155,351,0,360,10,108
F19998#F11334,159,216,175,376,0,360,10,109
F19998#F11220,145,200,153,346,0,360,10,110
F19998#F11134,153,223,179,377,0,360,10,111
F19998#F11048,133,189,143,324,0,360,10,112
F19998#F11011,137,206,154,344,0,360,10,113
F19998#F10940,148,210,161,359,0,360,10,114
F19998#F10916,161,277,231,439,0,360,10,115
F19998#F10815,144,196,145,341,0,360,10,116
F19998#F10780,162,237,188,400,0,360,10,117
F19998#F10738,154,240,192,396,0,360,10,118
F19998#F10630,159,194,151,355,0,360,10,119
F19998#F10622,164,238,191,403,0,360,10,120
F19998#F10552,159,207,155,367,0,360,10,121
F19998#F10454,187,248,196,436,0,360,10,122
F19998#F10413,158,211,163,371,0,360,10,123
F19998#F10362,156,213,163,370,0,360,10,124
F19998#F10306,161,207,156,370,0,360,10,125
F19998#F10226,159,196,148,357,0,360,10,126
F19998#F10177,170,265,204,436,0,360,10,127
F19998#F10108,247,203,163,451,0,360,10,128
F19998#F10044,149,242,197,392,0,360,10,129
F19998#F10035,236,280,232,517,0,360,10,130
F19998#F9978,215,289,212,506,0,360,10,131
F19998#F9916,223,360,262,585,0,360,10,132
F19998#F9872,189,245,205,435,0,360,10,133
F19998#F9779,177,245,199,424,0,360,10,134
F19998#F9774,168,249,207,419,0,360,10,135
F19998#F9692,188,183,139,372,0,360,10,136
F19998#F9644,176,246,198,423,0,360,10,137
F19998#F9570,248,241,182,494,0,360,10,138
F19998#F9522,162,211,164,374,0,360,10,139
F19998#F9501,155,193,138,350,0,360,10,140
F19998#F9411,152,182,139,335,0,360,10,141
F19998#F9379,153,290,240,444,0,360,10,142
F19998#F9330,190,274,223,465,0,360,10,143
F19998#F9283,206,171,123,379,0,360,10,144
F19998#F9252,168,187,144,357,0,360,10,145
F19998#F9204,162,204,155,367,0,360,10,146
F19998#F9126,189,186,144,376,0,360,10,147
F19998#F9093,199,167,124,367,0,360,10,148
F19998#F9029,244,220,169,466,0,360,10,149
F19998#F8952,228,277,214,506,0,360,10,150
F19998#F8913,245,329,282,575,0,360,10,151
F19998#F8877,165,151,106,317,0,360,10,152
F19998#F8831,163,158,114,322,0,360,10,153
F19998#F8798,158,205,154,364,0,360,10,154
F19998#F8754,191,207,155,400,0,360,10,155
F19998#F8716,210,175,127,387,0,360,10,156
F19998#F8648,164,201,142,366,0,360,10,157
F19998#F8637,211,330,272,543,0,360,10,158
F19998#F8593,222,255,211,479,0,360,10,159
F19998#F8536,195,297,194,493,0,360,10,160
F19998#F8501,190,193,152,385,0,360,10,161
F19998#F8435,153,160,115,314,0,360,10,162
F19998#F8407,167,154,111,322,0,360,10,163
F19998#F8312,162,156,118,319,0,360,10,164
F19998#F8251,164,154,111,319,0,360,10,165
F19998#F8226,225,261,205,488,0,360,10,166
F19998#F8185,222,288,233,511,0,360,10,167
F19998#F8157,174,163,116,338,0,360,10,168
F19998#F8081,164,171,127,336,0,360,10,169
F19998#F8066,163,162,111,327,0,360,10,170
F19998#F8026,160,158,111,319,0,360,10,171
F19998#F7966,156,157,116,315,0,360,10,172
F19998#F7911,162,174,129,337,0,360,10,173
F19998#F7888,180,328,267,509,0,360,10,174
F19998#F7847,244,265,212,510,0,360,10,175
F19998#F7811,206,177,129,385,0,360,10,176
F19998#F7747,167,156,112,324,0,360,10,177
F19998#F7737,171,142,102,314,0,360,10,178
F19998#F7681,172,167,121,341,0,360,10,179
F19998#F7667,165,163,121,329,0,360,10,180
F19998#F7595,170,160,117,331,0,360,10,181
F19998#F7556,177,162,107,341,0,360,10,182
F19998#F7515,232,334,283,567,0,360,10,183
F19998#F7474,260,258,210,520,0,360,10,184
F19998#F7446,187,178,134,366,0,360,10,185
F19998#F7393,175,156,113,332,0,360,10,186
F19998#F7352,175,166,122,343,0,360,10,187
F19998#F7344,174,185,142,361,0,360,10,188
F19998#F7302,282,239,178,523,0,360,10,189
F19998#F7261,206,256,181,466,0,360,10,190
F19998#F7230,419,297,238,718,0,360,10,191
F19998#F7189,302,238,177,542,0,360,10,192
F19998#F7172,286,193,148,480,0,360,10,193
F19998#F7136,208,180,135,389,0,360,10,194
F19998#F7074,209,191,149,401,0,360,10,195
F19998#F7021,232,315,254,549,0,360,10,196
F19998#F7007,267,284,228,553,0,360,10,197
F19998#F6947,225,202,157,428,0,360,10,198
F19998#F6930,190,176,137,368,0,360,10,199
F19998#F6882,187,188,140,376,0,360,10,200
F19998#F6853,197,214,170,413,0,360,10,201
F19998#F6826,185,163,119,349,0,360,10,202
F19998#F6766,239,300,220,541,0,360,10,203
F19998#F6717,473,163,120,638,0,360,10,204
F19998#F6701,186,152,101,340,0,360,10,205
F19998#F6657,178,157,114,337,0,360,10,206
F19998#F6623,191,145,102,337,0,360,10,207
F19998#F6588,180,150,106,331,0,360,10,208
F19998#F6550,193,187,139,381,0,360,10,209
F19998#F6510,275,376,270,653,0,360,10,210
F19998#F6480,468,166,117,636,0,360,10,211
F19998#F6449,245,154,108,401,0,360,10,212
F19998#F6415,197,155,111,353,0,360,10,213
F19998#F6398,201,143,97,346,0,360,10,214
F19998#F6355,206,161,110,369,0,360,10,215
F19998#F6330,232,204,156,438,0,360,10,216
F19998#F6276,274,240,186,515,0,360,10,217
F19998#F6256,203,163,116,367,0,360,10,218
F19998#F6231,202,149,101,352,0,360,10,219
F19998#F6210,196,155,112,352,0,360,10,220
F19998#F6176,198,147,107,346,0,360,10,221
F19998#F6158,194,171,128,366,0,360,10,222
F19998#F6106,216,245,182,462,0,360,10,223
F19998#F6070,248,202,149,451,0,360,10,224
F19998#F6064,261,162,112,423,0,360,10,225
F19998#F6019,202,157,113,361,0,360,10,226
F19998#F5972,213,143,91,357,0,360,10,227
F19998#F5940,207,138,96,346,0,360,10,228
F19998#F5923,196,143,100,341,0,360,10,229
F19998#F5908,201,156,108,358,0,360,10,230
F19998#F5876,279,229,183,509,0,360,10,231
F19998#F5857,263,257,214,521,0,360,10,232
F19998#F5835,225,165,101,391,0,360,10,233
F19998#F5783,343,143,97,487,0,360,10,234
F19998#F5774,212,170,121,383,0,360,10,235
F19998#F5736,207,150,99,359,0,360,10,236
F19998#F5706,218,238,186,457,0,360,10,237
F19998#F5679,287,258,204,546,0,360,10,238
F19998#F5642,250,152,104,404,0,360,10,239
F19998#F5615,297,224,165,524,0,360,10,240
F19998#F5600,220,167,117,389,0,360,10,241
F19998#F5583,261,200,150,462,0,360,10,242
F19998#F5565,220,181,135,402,0,360,10,243
F19998#F5538,244,215,167,460,0,360,10,244
F19998#F5503,301,192,146,495,0,360,10,245
F19998#F5485,243,198,149,443,0,360,10,246
F19998#F5473,227,174,128,402,0,360,10,247
F19998#F5444,222,183,140,406,0,360,10,248
F19998#F5401,225,187,129,413,0,360,10,249
F19998#F5391,221,168,127,390,0,360,10,250
F19998#F5362,221,180,130,402,0,360,10,251
F19998#F5349,221,202,154,424,0,360,10,252
F19998#F5321,219,178,136,398,0,360,10,253
F19998#F5285,224,173,127,398,0,360,10,254
F19998#F5269,219,181,139,402,0,360,10,255
F19998#F5254,213,163,124,377,0,360,10,256
F19998#F5230,226,171,122,399,0,360,10,257
F19998#F5200,229,185,143,415,0,360,10,258
F19998#F5183,219,237,171,457,0,360,10,259
F19998#F5164,383,172,129,556,0,360,10,260
F19998#F5149,225,177,130,404,0,360,10,261
F19998#F5112,219,172,134,392,0,360,10,262
F19998#F5095,218,179,138,398,0,360,10,263
F19998#F5086,226,178,133,404,0,360,10,264
F19998#F5050,222,195,151,418,0,360,10,265
F19998#F5029,210,194,151,405,0,360,10,266
F19998#F5010,227,166,125,394,0,360,10,267
F19998#F4998,216,159,117,377,0,360,10,268
F19998#F4985,224,163,116,389,0,360,10,269
F19998#F4954,243,197,144,441,0,360,10,270
F19998#F4920,404,348,296,753,0,360,10,271
F19998#F4917,245,172,132,418,0,360,10,272
F19998#F4872,228,219,152,448,0,360,10,273
F19998#F4867,304,235,169,540,0,360,10,274
F19998#F4842,266,188,138,455,0,360,10,275
F19998#F4822,231,177,126,409,0,360,10,276
F19998#F4798,237,166,123,405,0,360,10,277
F19998#F4775,235,157,115,394,0,360,10,278
F19998#F4759,245,164,122,409,0,360,10,279
F19998#F4739,230,154,108,385,0,360,10,280
F19998#F4709,224,155,109,381,0,360,10,281
F19998#F4684,231,160,120,393,0,360,10,282
F19998#F4670,239,161,117,400,0,360,10,283
F19998#F4656,232,185,140,418,0,360,10,284
F19998#F4634,248,160,115,409,0,360,10,285
F19998#F4628,233,162,121,396,0,360,10,286
F19998#F4614,234,180,136,415,0,360,10,287
F19998#F4578,258,196,155,455,0,360,10,288
F19998#F4561,238,178,132,417,0,360,10,289
F19998#F4545,239,176,134,415,0,360,10,290
F19998#F4536,354,238,183,595,0,360,10,291
F19998#F4524,266,212,162,480,0,360,10,292
F19998#F4510,267,222,177,490,0,360,10,293
F19998#F4479,314,234,182,549,0,360,10,294
F19998#F4450,303,225,175,530,0,360,10,295
F19998#F4436,274,211,158,486,0,360,10,296
F19998#F4426,446,211,161,658,0,360,10,297
F19998#F4397,250,211,161,462,0,360,10,298
F19998#F4392,254,200,153,456,0,360,10,299
F19998#F4368,257,199,151,458,0,360,10,300
F19998#F4345,277,201,155,481,0,360,10,301
F19998#F4337,261,217,167,479,0,360,10,302
F19998#F4317,243,215,163,459,0,360,10,303
F19998#F4310,246,229,180,476,0,360,10,304
F19998#F4289,266,189,138,456,0,360,10,305
